# step, loss function, Y0, learning rate, running time
1.550000000000000000e+02,1.847748806267894963e+02,6.860177355191879656e+01,1.000000000000000000e+00,3.406551027297973633e+01
1.560000000000000000e+02,1.604459872007138870e+02,6.872645513333092993e+01,1.000000000000000000e+00,3.415273141860961914e+01
1.570000000000000000e+02,1.422361929623662888e+02,6.883677510895869034e+01,1.000000000000000000e+00,3.423930478096008301e+01
1.580000000000000000e+02,1.620356107064866364e+02,6.894028287903299201e+01,1.000000000000000000e+00,3.432372474670410156e+01
1.590000000000000000e+02,1.399514875270986636e+02,6.904745592926273901e+01,1.000000000000000000e+00,3.440950036048889160e+01
1.600000000000000000e+02,1.271505730160059073e+02,6.915380133478262792e+01,1.000000000000000000e+00,3.449395513534545898e+01
1.610000000000000000e+02,1.660039999098575834e+02,6.924104392821611498e+01,1.000000000000000000e+00,3.457784581184387207e+01
1.620000000000000000e+02,1.357202428864009107e+02,6.933205888474675760e+01,1.000000000000000000e+00,3.466306638717651367e+01
1.630000000000000000e+02,1.701743560498384511e+02,6.943262388093047832e+01,1.000000000000000000e+00,3.474799060821533203e+01
1.640000000000000000e+02,1.897407146067534143e+02,6.951744510114411923e+01,1.000000000000000000e+00,3.483239507675170898e+01
1.650000000000000000e+02,2.585243749070858144e+02,6.959431527073303414e+01,1.000000000000000000e+00,3.491622900962829590e+01
1.660000000000000000e+02,1.573462660720661859e+02,6.968858823539866876e+01,1.000000000000000000e+00,3.500283384323120117e+01
1.670000000000000000e+02,1.686227235234140380e+02,6.979504931481513097e+01,1.000000000000000000e+00,3.508785295486450195e+01
1.680000000000000000e+02,2.187063684593995561e+02,6.991345839899246073e+01,1.000000000000000000e+00,3.517479109764099121e+01
1.690000000000000000e+02,1.428469018443080358e+02,7.003601893358226960e+01,1.000000000000000000e+00,3.526591014862060547e+01
1.700000000000000000e+02,1.506847388930556804e+02,7.015079427164923231e+01,1.000000000000000000e+00,3.535135650634765625e+01
1.710000000000000000e+02,1.181106480433096664e+02,7.025051371930774735e+01,1.000000000000000000e+00,3.543782734870910645e+01
1.720000000000000000e+02,1.592564216937226149e+02,7.033805107734309559e+01,1.000000000000000000e+00,3.552436137199401855e+01
1.730000000000000000e+02,1.593058842873840319e+02,7.041443587311543695e+01,1.000000000000000000e+00,3.560966682434082031e+01
1.740000000000000000e+02,1.460184246891493842e+02,7.050038310208603320e+01,1.000000000000000000e+00,3.569806146621704102e+01
1.750000000000000000e+02,1.099341766322002201e+02,7.058167218340865645e+01,1.000000000000000000e+00,3.578168153762817383e+01
1.760000000000000000e+02,1.851564134766857137e+02,7.065178370818892972e+01,1.000000000000000000e+00,3.586765408515930176e+01
1.770000000000000000e+02,1.428901321538204741e+02,7.072090698017881039e+01,1.000000000000000000e+00,3.595311641693115234e+01
1.780000000000000000e+02,1.485018516447672425e+02,7.077407444527977987e+01,1.000000000000000000e+00,3.604105353355407715e+01
1.790000000000000000e+02,1.481431621159358087e+02,7.084568633086824718e+01,1.000000000000000000e+00,3.612539982795715332e+01
1.800000000000000000e+02,1.398396286183952668e+02,7.092849956805476097e+01,1.000000000000000000e+00,3.621147298812866211e+01
1.810000000000000000e+02,1.676136720585082287e+02,7.102402551468260583e+01,1.000000000000000000e+00,3.629609394073486328e+01
1.820000000000000000e+02,1.251779077185506992e+02,7.113083653305230314e+01,1.000000000000000000e+00,3.638085579872131348e+01
1.830000000000000000e+02,1.539162664231545534e+02,7.123284189213919149e+01,1.000000000000000000e+00,3.646791791915893555e+01
1.840000000000000000e+02,1.100680075903073885e+02,7.133994646299309750e+01,1.000000000000000000e+00,3.655314874649047852e+01
1.850000000000000000e+02,1.470385272239961409e+02,7.143833651518679062e+01,1.000000000000000000e+00,3.663763642311096191e+01
1.860000000000000000e+02,1.711934832938626414e+02,7.153477949926987378e+01,1.000000000000000000e+00,3.672219276428222656e+01
1.870000000000000000e+02,1.398893270279985472e+02,7.161813722706260421e+01,1.000000000000000000e+00,3.680642533302307129e+01
1.880000000000000000e+02,1.395106660829465852e+02,7.167857020441320515e+01,1.000000000000000000e+00,3.689399695396423340e+01
1.890000000000000000e+02,1.366352999337555332e+02,7.173159907022113657e+01,1.000000000000000000e+00,3.697768354415893555e+01
1.900000000000000000e+02,1.341419596320953644e+02,7.179380089192845560e+01,1.000000000000000000e+00,3.706285476684570312e+01
1.910000000000000000e+02,2.008329403878872199e+02,7.186059909694013470e+01,1.000000000000000000e+00,3.714799785614013672e+01
1.920000000000000000e+02,1.821408793210732142e+02,7.189712332071356116e+01,1.000000000000000000e+00,3.723358535766601562e+01
1.930000000000000000e+02,1.124685477092925225e+02,7.193970278373011240e+01,1.000000000000000000e+00,3.731789374351501465e+01
1.940000000000000000e+02,1.405997853891556417e+02,7.196539459355540203e+01,1.000000000000000000e+00,3.740496826171875000e+01
1.950000000000000000e+02,1.419747746860669508e+02,7.199419874729507285e+01,1.000000000000000000e+00,3.748911786079406738e+01
1.960000000000000000e+02,1.389386383043712101e+02,7.202029493237955649e+01,1.000000000000000000e+00,3.757459640502929688e+01
1.970000000000000000e+02,1.258433513155553243e+02,7.202545884088104344e+01,1.000000000000000000e+00,3.765824413299560547e+01
1.980000000000000000e+02,1.403550914890890908e+02,7.202411375024406937e+01,1.000000000000000000e+00,3.774428892135620117e+01
1.990000000000000000e+02,1.402542717589938945e+02,7.202615539504104447e+01,1.000000000000000000e+00,3.782907843589782715e+01
2.000000000000000000e+02,1.551756593754556945e+02,7.202398176854323708e+01,5.000000000000000000e-01,3.791713833808898926e+01
2.010000000000000000e+02,9.154706498103949741e+01,7.202736128493084777e+01,5.000000000000000000e-01,3.800089192390441895e+01
2.020000000000000000e+02,1.709957780932612650e+02,7.203112496123431185e+01,5.000000000000000000e-01,3.808583402633666992e+01
2.030000000000000000e+02,1.295925808405627038e+02,7.202535146942983602e+01,5.000000000000000000e-01,3.817059373855590820e+01
2.040000000000000000e+02,1.650561388788342470e+02,7.202226436127222087e+01,5.000000000000000000e-01,3.825575757026672363e+01
2.050000000000000000e+02,1.611370156288351154e+02,7.202437415807938237e+01,5.000000000000000000e-01,3.833939909934997559e+01
2.060000000000000000e+02,1.398985499800331809e+02,7.202627213333610712e+01,5.000000000000000000e-01,3.842565870285034180e+01
2.070000000000000000e+02,1.167797881406023919e+02,7.203648366086605392e+01,5.000000000000000000e-01,3.851323318481445312e+01
2.080000000000000000e+02,1.282315200033510791e+02,7.205020224861496558e+01,5.000000000000000000e-01,3.859836554527282715e+01
2.090000000000000000e+02,1.291481832947972350e+02,7.206684480830438133e+01,5.000000000000000000e-01,3.868285107612609863e+01
2.100000000000000000e+02,1.510452870661663951e+02,7.208367983654127897e+01,5.000000000000000000e-01,3.876808142662048340e+01
2.110000000000000000e+02,1.392096263037564086e+02,7.210819019259517404e+01,5.000000000000000000e-01,3.885153746604919434e+01
2.120000000000000000e+02,1.376253836747306707e+02,7.213196884673777731e+01,5.000000000000000000e-01,3.893909931182861328e+01
2.130000000000000000e+02,1.530215073135619548e+02,7.215938623594746559e+01,5.000000000000000000e-01,3.902241826057434082e+01
2.140000000000000000e+02,1.614698516676060933e+02,7.219220169381461005e+01,5.000000000000000000e-01,3.910885596275329590e+01
2.150000000000000000e+02,1.469793956940542614e+02,7.222304883272860820e+01,5.000000000000000000e-01,3.919793486595153809e+01
2.160000000000000000e+02,1.218024077755078878e+02,7.225274666700740056e+01,5.000000000000000000e-01,3.928180480003356934e+01
2.170000000000000000e+02,1.373704837358950783e+02,7.227908700243663986e+01,5.000000000000000000e-01,3.936748456954956055e+01
2.180000000000000000e+02,1.130522857413823061e+02,7.230873992321926380e+01,5.000000000000000000e-01,3.945342659950256348e+01
2.190000000000000000e+02,1.089258510336093480e+02,7.233973783054319995e+01,5.000000000000000000e-01,3.954145503044128418e+01
2.200000000000000000e+02,1.195841786227225185e+02,7.236667321087534788e+01,5.000000000000000000e-01,3.963003110885620117e+01
2.210000000000000000e+02,1.595339993676334132e+02,7.239253915230843006e+01,5.000000000000000000e-01,3.971402335166931152e+01
2.220000000000000000e+02,1.441927504798041753e+02,7.242426948723395697e+01,5.000000000000000000e-01,3.979830241203308105e+01
2.230000000000000000e+02,9.628033846803059248e+01,7.245074296389506685e+01,5.000000000000000000e-01,3.988350415229797363e+01
2.240000000000000000e+02,1.434933667798311774e+02,7.247996731671226200e+01,5.000000000000000000e-01,3.996850061416625977e+01
2.250000000000000000e+02,1.090141791635917201e+02,7.250900402883625873e+01,5.000000000000000000e-01,4.005244803428649902e+01
2.260000000000000000e+02,1.160965006245280904e+02,7.253451950654228142e+01,5.000000000000000000e-01,4.013747215270996094e+01
2.270000000000000000e+02,1.029414275882078442e+02,7.255331288944321955e+01,5.000000000000000000e-01,4.022126674652099609e+01
2.280000000000000000e+02,1.108200233874362084e+02,7.257023773801178379e+01,5.000000000000000000e-01,4.030471563339233398e+01
2.290000000000000000e+02,1.030540359487121691e+02,7.258910267476363742e+01,5.000000000000000000e-01,4.039429187774658203e+01
2.300000000000000000e+02,1.531833515373075727e+02,7.260863002498098240e+01,5.000000000000000000e-01,4.048342251777648926e+01
